iso3,year,mu,sigma,n,N_s,N_r,cj_ratio,real_gdp,inflation,unemployment,population,intrest,market_cap,elec_dem,lib_dem
IDN,2022,0.00016292315378631,0.0082201883261293,246,123,123,1,11710247936,162.472183227539,5.8600001335144,275.720001220703,5.5,610288390000,0.557,0.393
IDN,2023,0.000250217148367799,0.00612483337562568,239,92,147,0.625850340136054,12301393920,168.504760742188,5.32000017166138,278.696014404297,6,,0.538,0.356
IDN,2024,-0.000113419717093995,0.00825583521849071,237,117,120,0.975,12911266816,172.690048217773,5.19999980926514,281.60400390625,6,,0.483,0.326
IND,2008,-0.00297834566165699,0.0281811297232592,245,122,123,0.991869918699187,70934000,82.6646728515625,,1206.73498535156,6.5,791308008892.428,0.722,0.571
IND,2009,0.00234007659250899,0.0215365895787373,241,114,127,0.897637795275591,76510800,91.4337387084961,,1223.64001464844,4.75,1367309893276.08,0.69,0.545
IND,2010,0.000660272338084121,0.0102721510872277,250,130,120,1.08333333333333,83012400,100,2,1240.61401367188,6.25,1762461862598.93,0.672,0.539
IND,2011,-0.00116778350961553,0.0133344726688968,242,127,115,1.10434782608696,87363296,108.111991882324,,1257.62097167969,8.5,1244598654109.59,0.672,0.536
IND,2012,0.00101029518562984,0.00977196711093072,242,114,128,0.890625,92130200,118.976264953613,2.09999990463257,1274.48706054688,8,1390416295254.81,0.66,0.525
IND,2013,0.000264647577777393,0.0114491620563824,247,122,125,0.976,98013696,130.139526367188,,1291.13195800781,7.75,1265063578240.64,0.658,0.525
IND,2014,0.00113743613843372,0.0080591540957978,240,116,124,0.935483870967742,105276704,137.730026245117,,1307.24694824219,8,1686708487024.67,0.622,0.492
IND,2015,-0.000169902908805177,0.0103567043815028,244,128,116,1.10344827586207,113694896,144.489639282227,,1322.86694335938,6.75,1745169237451.33,0.546,0.422
IND,2016,0.000121672975096816,0.00957261393683622,244,120,124,0.967741935483871,123081904,151.027908325195,,1338.63598632813,6.25,1746297399289.67,0.526,0.405
IND,2017,0.00101570119863581,0.00568276000542628,248,120,128,0.9375,131445800,156.445556640625,,1354.19604492188,6,2555988798537.81,0.481,0.366
IND,2018,0.000126637781126517,0.00812487726424954,245,128,117,1.09401709401709,139929104,161.785568237305,6,1369.00305175781,6.5,2282310517005.61,0.476,0.36
IND,2019,0.000471060070456047,0.00873441587259144,241,132,109,1.21100917431193,145346400,169.502380371094,5.80000019073486,1383.11206054688,5.15000009536743,2286924470604.82,0.431,0.322
IND,2020,0.000555625420903718,0.0200433522869304,250,139,111,1.25225225225225,136948704,179.950637817383,4.80000019073486,1396.38696289063,4,2595462348178.14,0.394,0.293
IND,2021,0.000871262281319534,0.00986265785885408,248,113,135,0.837037037037037,150218496,189.858840942383,4.19999980926514,1407.56396484375,4,3598375000000,0.397,0.31
IND,2022,0.000170882268844231,0.0109357652478286,248,125,123,1.01626016260163,160714304,202.490386962891,4.09999990463257,1417.17297363281,6.25,3603482442748.09,0.388,0.293
IND,2023,0.000745116248932874,0.00618094126960305,245,114,131,0.870229007633588,173817200,213.345397949219,3.20000004768372,1428.62805175781,6.5,,0.373,0.273
IND,2024,0.000343028509860861,0.00889821961385834,246,151,95,1.58947368421053,186020096,222.676483154297,,1441.71997070313,6.5,,0.398,0.291
IRL,1998,0.000839143786099601,0.0142817532209493,249,135,114,1.18421052631579,135761,74.3388214111328,7.55000019073486,3.73000001907349,4,69676460000,0.882,0.807
IRL,1999,0.0000172838802146354,0.0103651692184675,251,129,122,1.05737704918033,150057,76.1321105957031,5.91699981689453,3.77300000190735,1.75,68773180000,0.882,0.807
IRL,2000,0.000527996771935268,0.0110643774973762,249,118,131,0.900763358778626,164167,80.1698608398438,4.38299989700317,3.82800006866455,3.25,81882450000,0.886,0.811
IRL,2001,-0.0000354604948721659,0.0121197945613294,244,133,111,1.1981981981982,172877,83.3749160766602,4.18300008773804,3.88800001144409,3.0625,75297840000,0.886,0.811
IRL,2002,-0.00139169651227141,0.0138769316364084,252,121,131,0.923664122137404,183076,87.2816848754883,4.72499990463257,3.95600008964539,2.125,59937500000,0.887,0.811
IRL,2003,0.000823738314633763,0.00907297293831881,253,131,122,1.07377049180328,188593,90.7736587524414,4.83300018310547,4.02099990844727,1.125,85070380000,0.887,0.811
IRL,2004,0.000908434464092593,0.00764012658391247,254,139,115,1.20869565217391,201396,92.8694686889648,4.74200010299683,4.09999990463257,1,114085430000,0.887,0.811
IRL,2005,0.000681417323434917,0.00743952280757707,253,130,123,1.05691056910569,212955,94.9143371582031,4.63299989700317,4.19999980926514,1.0625,114086160000,0.887,0.811
IRL,2006,0.00096828194629233,0.00898749111957967,253,120,133,0.902255639097744,223578,97.4530029296875,4.76700019836426,4.32100009918213,1.9375,163269490000,0.887,0.811
IRL,2007,-0.00120112528600491,0.0145683005035254,254,134,120,1.11666666666667,235450,100.268211364746,5,4.44500017166138,2.9375,143905260000,0.896,0.822
IRL,2008,-0.00427141707830895,0.0300535971318639,254,121,133,0.909774436090226,224892,103.395294189453,6.80000019073486,4.51599979400635,2.8125,49489910000,0.901,0.828
IRL,2009,0.000950888797742172,0.0206398725571017,251,131,120,1.09166666666667,213432,101.66333770752,12.6499996185303,4.54699993133545,0.3125,61291120000,0.901,0.828
IRL,2010,-0.000120712169596996,0.0158366323411298,254,122,132,0.924242424242424,217023,100,14.5920000076294,4.56799983978272,0.25,60368310000,0.901,0.828
IRL,2011,0.0000228401369722633,0.0143630425662916,253,136,117,1.16239316239316,220603,101.212158203125,15.4169998168945,4.58500003814697,0.4375,108393170000,0.897,0.823
IRL,2012,0.000619910893751858,0.00989470739018584,254,112,142,0.788732394366197,219722,103.127075195313,15.4829998016357,4.60500001907349,0.125,108989160000,0.898,0.822
IRL,2013,0.00114175580832155,0.00871140164316923,254,105,149,0.704697986577181,224539,103.681182861328,13.7670001983643,4.63100004196167,0.75,170122680000,0.896,0.826
IRL,2014,0.00055342166441022,0.0101667183833365,254,127,127,1,245502,103.993049621582,11.8920001983643,4.66699981689453,-0.125,143465830000,0.896,0.825
IRL,2015,0.00103278647454808,0.0118381906032788,254,116,138,0.840579710144928,305934,103.941078186035,9.94200038909912,4.71400022506714,-0.224999994039536,128008850000,0.896,0.826
IRL,2016,-0.000162391142258589,0.0142132501899597,254,125,129,0.968992248062015,309675,103.750831604004,8.38300037384033,4.7810001373291,-0.400000005960465,119828586644.999,0.89,0.819
IRL,2017,0.000304003091768002,0.00728508592057611,253,114,139,0.820143884892086,340794,104.01904296875,6.76700019836426,4.84800004959106,-0.400000005960465,146554130000,0.889,0.822
IRL,2018,-0.000989301786932333,0.00874524706747367,253,127,126,1.00793650793651,366506,104.764427185059,5.79199981689453,4.92000007629395,-0.400000005960465,110154370000,0.893,0.825
IRL,2019,0.00106997542652712,0.00976430004787711,253,123,130,0.946153846153846,384981,105.665748596191,4.99200010299683,4.99599981307983,-0.449999988079071,,0.892,0.827
IRL,2020,0.000103523488715222,0.0196267616795242,256,131,125,1.048,412537,105.197937011719,5.8420000076294,5.05399990081787,-0.5,,0.893,0.827
IRL,2021,0.0005303585067765,0.0109336502405736,255,133,122,1.09016393442623,479596,107.735572814941,6.25799989700317,5.1230001449585,-0.5,,0.901,0.835
IRL,2022,-0.000677879578293026,0.01622475752789,254,119,135,0.881481481481482,520935,116.407806396484,4.45800018310547,5.24200010299683,0.4375,,0.89,0.826
IRL,2023,0.000822444087569491,0.0108643658167685,254,116,138,0.840579710144928,492128,122.471717834473,4.31699991226196,5.33099985122681,3.625,,0.895,0.829
IRL,2024,0.000422649254967771,0.00894931431715471,255,135,120,1.125,491251,124.500999450684,4.40700006484985,5.41599988937378,3.8125,,0.895,0.83
ISR,1993,0.00112589719463638,0.0164527920420146,208,114,94,1.21276595744681,478906,48.0874748229981,10.0150003433228,5.25899982452393,10.5,50840710000,0.767,0.693
ISR,1994,-0.00170921244752825,0.0238539477925063,208,97,111,0.873873873873874,512481,54.0231323242188,7.82800006866455,5.39499998092651,17,32732480000,0.774,0.698
ISR,1995,0.000875299033996786,0.0138138653743504,208,122,86,1.41860465116279,561956,59.4487800598145,6.86299991607666,5.54199981689453,13.6999998092651,36508720000,0.774,0.698
ISR,1996,0.0000638306650197438,0.0131181799498649,210,107,103,1.03883495145631,595165,66.1528625488281,8.32499980926514,5.68200016021729,14.6999998092651,35770280000,0.775,0.699
ISR,1997,0.00139020828638504,0.0154854684569887,231,122,109,1.11926605504587,617199,72.1067352294922,9.52499961853027,5.82399988174439,13.3999996185303,46328090000,0.776,0.7
ISR,1998,0.000134355636827583,0.0137476161312558,225,109,116,0.939655172413793,642109,76.0262680053711,10.6750001907349,5.9670000076294,13.5,40883390000,0.776,0.7
ISR,1999,0.00233327174906855,0.0130908373643443,208,92,116,0.793103448275862,663534,79.9754028320313,11.0749998092651,6.11700010299683,10.6999998092651,65261070000,0.774,0.698
ISR,2000,0.0000719835432704398,0.0185706188117249,208,102,106,0.962264150943396,720660,80.8747482299805,10.8999996185303,6.28599977493286,8,66742920000,0.772,0.699
ISR,2001,-0.000486220984269818,0.0148791010709013,209,107,102,1.04901960784314,722651,81.7775039672852,11.625,6.43599987030029,3.79999995231628,57655940000,0.762,0.689
ISR,2002,-0.0014143502159051,0.0139480435725547,209,109,100,1.09,722002,86.4279022216797,12.875,6.56699991226196,8.89999961853027,42131470000,0.764,0.69
ISR,2003,0.0022709876905127,0.0148759591246226,209,90,119,0.756302521008403,732549,87.0073547363281,13.3999996185303,6.68699979782105,5.19999980926514,70169060000,0.76,0.688
ISR,2004,0.000836509741386698,0.0100145391012369,208,99,109,0.908256880733945,766817,86.6464767456055,12.8999996185303,6.80600023269653,3.70000004768372,91856250000,0.76,0.688
ISR,2005,0.00123953882200233,0.00982241313308582,208,96,112,0.857142857142857,799243,87.7985458374024,11.1999998092651,6.92700004577637,4.5,122577930000,0.76,0.688
ISR,2006,0.000564894766509914,0.0118142648040177,208,100,108,0.925925925925926,844062,89.6484603881836,10.4499998092651,7.05200004577637,4.5,161731740000,0.763,0.691
ISR,2007,0.00113363283320451,0.0115419019484391,195,97,98,0.989795918367347,895257,90.1117858886719,9.14999961853027,7.17600011825562,4.25,235056380000,0.761,0.688
ISR,2008,-0.0036176095511813,0.0225361105542988,198,99,99,1,923984,94.2510375976562,7.65000009536743,7.30700016021729,2.5,107706440000,0.761,0.688
ISR,2009,0.00319345436904999,0.0172246926036307,199,99,100,0.99,935422,97.3771057128906,9.42500019073486,7.48199987411499,1.25,188733900000,0.757,0.684
ISR,2010,0.0007173617669451,0.0111058334668647,194,83,111,0.747747747747748,987191,100,8.25,7.62099981307983,2,227614010000,0.749,0.672
ISR,2011,-0.00115396343295222,0.0167541954522598,194,96,98,0.979591836734694,1041671,103.450508117676,7.05000019073486,7.76300001144409,2.75,156938650000,0.749,0.672
ISR,2012,0.000353498999316829,0.009645220755687,197,104,93,1.11827956989247,1067167,105.217323303223,6.89200019836426,7.90700006484985,1.75,161855480000,0.754,0.678
ISR,2013,0.000725791128501431,0.00706850027743127,193,86,107,0.803738317757009,1111160,106.822471618652,6.20800018310547,8.05599975585938,1,203301350000,0.744,0.663
ISR,2014,0.000344713035217244,0.006375401374723,191,93,98,0.948979591836735,1153203,107.331336975098,5.88299989700317,8.21199989318848,0.25,200524990000,0.744,0.663
ISR,2015,0.000102494777926159,0.010284084422218,197,95,102,0.931372549019608,1179538,106.651710510254,5.25799989700317,8.3769998550415,0.100000001490116,243903680000,0.736,0.656
ISR,2016,-0.000127589812762946,0.00821029134617638,198,104,94,1.1063829787234,1231995,106.071128845215,4.83300018310547,8.54300022125244,0.100000001490116,213983608689.996,0.731,0.649
ISR,2017,0.000325775737737666,0.00566072607884342,193,98,95,1.03157894736842,1285419,106.328407287598,4.22499990463257,8.71000003814697,0.100000001490116,231048760000,0.718,0.637
ISR,2018,-0.000111854688703434,0.00858670379717908,215,108,107,1.00934579439252,1337675,107.185623168945,4,8.87899971008301,0.25,187466400000,0.713,0.632
ISR,2019,0.000790245484821607,0.00709559212379202,244,124,120,1.03333333333333,1388376,108.08837890625,3.80800008773804,9.05099964141846,0.25,237371160000,0.714,0.625
ISR,2020,-0.000123099628951211,0.0173908350769932,248,118,130,0.907692307692308,1367911,107.453147888184,4.31699991226196,9.21399974822998,0.100000001490116,262061920000,0.728,0.641
ISR,2021,0.00113452752976009,0.00805326681901127,239,107,132,0.810606060606061,1497398,109.057167053223,4.95800018310547,9.36699962615967,0.100000001490116,362118480000,0.738,0.654
ISR,2022,-0.00052431010910576,0.0117890813212776,240,102,138,0.739130434782609,1592668,113.849868774414,3.75799989700317,9.55099964141846,3.25,269637290000,0.728,0.653
ISR,2023,0.000162010925472938,0.0116634226291994,246,122,124,0.983870967741936,1625069,118.641426086426,3.45000004768372,9.75599956512451,4.75,,0.72,0.63
ISR,2024,0.00105695493118962,0.00912258488168255,238,122,116,1.05172413793103,1636569,122.297988891602,3.09999990463257,9.94299983978271,4.5,,0.715,0.617
ITA,1998,0.00143930856246048,0.0207540042537005,259,138,121,1.1404958677686,1676099,76.9043731689453,11.3330001831055,56.9039993286133,3,294240000,0.846,0.761
ITA,1999,0.000709713859421206,0.0126901483261542,260,123,137,0.897810218978102,1704217,78.173957824707,10.9420003890991,56.9090003967285,1.75,728240350000,0.846,0.761
ITA,2000,0.0000946198506296755,0.0133742038257563,259,116,143,0.811188811188811,1770375,80.1912460327148,10.1000003814697,56.923999786377,3.25,768363350000,0.841,0.756
ITA,2001,-0.00116171718544593,0.0171483187333463,259,112,147,0.761904761904762,1805890,82.0551071166992,9.10000038146973,56.9609985351563,3.0625,527467280000,0.834,0.747
ITA,2002,-0.00122877459000812,0.018021025110033,259,127,132,0.962121212121212,1810759,84.1977310180664,8.60799980163574,56.9930000305176,2.125,477075420000,0.841,0.756
ITA,2003,0.000518540963971723,0.0121267885841508,259,133,126,1.05555555555556,1811964,86.5661773681641,8.44999980926514,57.1860008239746,1.125,614841570000,0.841,0.758
ITA,2004,0.000533373058048222,0.00681351940277158,261,130,131,0.99236641221374,1838678,88.5197219848633,8.04199981689453,57.6119995117188,1,789562620000,0.841,0.758
ITA,2005,0.000555421002912701,0.00639786855182148,260,137,123,1.11382113821138,1852698,90.473258972168,7.75799989700317,58.0439987182617,1.0625,798072870000,0.846,0.764
ITA,2006,0.000585980600380823,0.00826660647304458,254,128,126,1.01587301587302,1886035,92.4905395507812,6.86700010299683,58.2890014648438,1.9375,1026504210000,0.855,0.778
ITA,2007,-0.000285880729556736,0.00965812428674722,252,120,132,0.909090909090909,1913616,94.3630447387695,6.20800018310547,58.5110015869141,2.9375,1072534680000,0.866,0.789
ITA,2008,-0.00270236671627487,0.0238480506935113,253,116,137,0.846715328467153,1894040,97.658561706543,6.78299999237061,59.0019989013672,2.8125,522087790000,0.857,0.77
ITA,2009,0.000700228464842794,0.019556830212562,254,135,119,1.13445378151261,1793531,98.4062576293945,7.875,59.4210014343262,0.3125,655848250000,0.854,0.771
ITA,2010,-0.000554195430373884,0.0161203528509025,256,119,137,0.868613138686131,1820954,100,8.5,59.689998626709,0.25,535058930000,0.856,0.775
ITA,2011,-0.00113403439012679,0.0209935328562861,256,124,132,0.939393939393939,1833616,102.935707092285,8.58300018310547,59.9480018615723,0.4375,431486430000,0.86,0.784
ITA,2012,0.000298320236753833,0.0177123814224687,253,122,131,0.931297709923664,1776311,106.347923278809,10.9079999923706,60.1049995422363,0.125,481827290000,0.869,0.791
ITA,2013,0.000608119270177095,0.013325796295695,252,128,124,1.03225806451613,1744019,107.671524047852,12.3500003814697,60.2770004272461,0.75,615462310000,0.864,0.786
ITA,2014,0.00000919448408197963,0.0143330512846237,252,137,115,1.19130434782609,1743989,107.923286437988,12.7670001983643,60.3460006713867,-0.125,587312440000,0.865,0.787
ITA,2015,0.000469139099318579,0.0160048011563146,254,126,128,0.984375,1759437,108.041053771973,12.0080003738403,60.2949981689453,-0.224999994039536,,0.865,0.787
ITA,2016,-0.000419922475681346,0.0193744923681222,256,122,134,0.91044776119403,1781181,107.987030029297,11.7250003814697,60.1640014648438,-0.400000005960465,,0.872,0.794
ITA,2017,0.000502388486943923,0.00879856111097345,254,124,130,0.953846153846154,1809741,109.418685913086,11.2829999923706,60.0670013427734,-0.400000005960465,,0.87,0.795
ITA,2018,-0.000698914824855232,0.0115642555743585,252,130,122,1.0655737704918,1824697,110.777954101563,10.6169996261597,59.9379997253418,-0.400000005960465,,0.869,0.788
ITA,2019,0.000992207297554448,0.00934146433656096,251,120,131,0.916030534351145,1832527,111.480278015137,9.89999961853027,59.8170013427734,-0.449999988079071,,0.86,0.783
ITA,2020,-0.000218345239503259,0.0226140622409135,255,132,123,1.07317073170732,1670012,111.318206787109,9.35799980163574,59.640998840332,-0.5,,0.866,0.78
ITA,2021,0.000808707664064309,0.00982736695773758,256,136,120,1.13333333333333,1819162,113.479194641113,9.51700019836426,59.2360000610352,-0.5,,0.865,0.781
ITA,2022,-0.000557954962721478,0.0156386666286793,256,123,133,0.924812030075188,1903969,123.392753601074,8.11699962615967,59.0299987792969,0.4375,,0.848,0.766
ITA,2023,0.000972803346502217,0.00987915829074205,254,121,133,0.909774436090226,1917252,130.677474975586,7.68300008773804,58.9970016479492,3.625,,0.816,0.732
ITA,2024,0.000470173084353426,0.00885514071314168,253,128,125,1.024,1930138,132.330627441406,7,58.9900016784668,3.8125,,0.803,0.705
JPN,1990,-0.00197731496252109,0.0205622796015927,245,115,130,0.884615384615385,424846112,94.5109481811524,2.09999990463257,123.438003540039,6,2928533730000,0.845,0.763
JPN,1991,-0.000150170214881298,0.0133346461246058,246,124,122,1.01639344262295,439814784,97.6040115356445,2.09200000762939,123.928001403809,4.5,3005697400000,0.844,0.763
JPN,1992,-0.00123886427468083,0.0188720909423437,247,121,126,0.96031746031746,443775808,99.2892227172852,2.15000009536743,124.366996765137,3.25,2254844100000,0.844,0.763
JPN,1993,0.000116551688322049,0.0129034522110859,246,121,125,0.968,441737792,100.53572845459,2.5,124.769996643066,1.75,2906298700000,0.845,0.762
JPN,1994,0.000503352240996755,0.0112279426439496,247,119,128,0.9296875,446522304,101.228576660156,2.89199995994568,125.115997314453,1.75,3592193910000,0.845,0.768
JPN,1995,0.0000294354595516253,0.0142838403976013,249,123,126,0.976190476190476,458270208,101.139999389648,3.15000009536743,125.435997009277,0.5,3545306510000,0.845,0.768
JPN,1996,-0.000104612048824186,0.00988186079219314,247,124,123,1.00813008130081,472631904,101.279205322266,3.36700010299683,125.710998535156,0.5,3019733730000,0.845,0.768
JPN,1997,-0.000967993177425755,0.0175460431894628,246,120,126,0.952380952380952,477269504,102.999214172363,3.40000009536743,126.011001586914,0.5,2085370340000,0.844,0.768
JPN,1998,-0.000394464553998145,0.0170943999687537,247,118,129,0.914728682170543,471206688,103.670974731445,4.09999990463257,126.348999023438,0.25,2439548790000,0.844,0.768
JPN,1999,0.00127860192753048,0.0129085959263796,245,127,118,1.07627118644068,469633088,103.312423706055,4.66699981689453,126.58699798584,0.25,4455348090000,0.844,0.768
JPN,2000,-0.00127962124035611,0.0143036615393564,248,123,125,0.984,482616896,102.602691650391,4.73299980163574,126.831001281738,0.25,3157221780000,0.845,0.77
JPN,2001,-0.00109026434394447,0.0184717546128589,246,121,125,0.968,484480192,101.890853881836,5.04199981689453,127.13200378418,0.150000005960464,2264527900000,0.845,0.77
JPN,2002,-0.000837864020461703,0.0162925600419181,246,125,121,1.03305785123967,484683488,100.976539611816,5.35799980163574,127.400001525879,0.100000001490116,2069299120000,0.845,0.77
JPN,2003,0.000892843237583571,0.0145088620070557,245,114,131,0.870229007633588,492124096,100.711837768555,5.24200010299683,127.634002685547,0.100000001490116,2953098300000,0.845,0.77
JPN,2004,0.00029801220058108,0.0113509070301485,246,118,128,0.921875,502882400,100.701293945313,4.73299980163574,127.734001159668,0.100000001490116,3557674430000,0.845,0.77
JPN,2005,0.00138024405261067,0.00854485943232838,245,127,118,1.07627118644068,511953984,100.411285400391,4.42500019073486,127.751998901367,0.100000001490116,4572901030000,0.847,0.772
JPN,2006,0.000269681723608463,0.0125323953819584,248,120,128,0.9375,518979712,100.667549133301,4.11700010299683,127.746002197266,0.25,4614068830000,0.852,0.777
JPN,2007,-0.000481831805298943,0.0116655430728978,245,112,133,0.842105263157895,526681184,100.715003967285,3.83299994468689,127.75700378418,0.5,4330921860000,0.852,0.777
JPN,2008,-0.00223209861333881,0.0292922704039172,245,119,126,0.944444444444444,520233088,102.107040405273,3.98300004005432,127.692001342773,0.100000001490116,3115803730000,0.857,0.781
JPN,2009,0.000720212187916762,0.0175766779840505,242,127,115,1.10434782608696,490615104,100.747695922852,5.07499980926514,127.551002502441,0.100000001490116,3306082050000,0.859,0.785
JPN,2010,-0.000125800033148108,0.0132590231896506,243,112,131,0.854961832061069,510720000,100,5.05800008773804,127.59400177002,0.0500000007450581,3827774200000,0.857,0.783
JPN,2011,-0.0007772231183109,0.014988038044183,245,101,144,0.701388888888889,510841600,99.7226486206055,4.58300018310547,127.831001281738,0.0500000007450581,3325387760000,0.857,0.783
JPN,2012,0.000832834178210744,0.0102370267004758,248,127,121,1.0495867768595,517864384,99.6741409301758,4.32499980926514,127.552001953125,0.0500000007450581,3478831520000,0.85,0.776
JPN,2013,0.00183383511560831,0.0170398483492572,245,126,119,1.05882352941176,528248096,100.00422668457,4.00799989700317,127.333000183105,0.0500000007450581,4543169140000,0.823,0.749
JPN,2014,0.000281770231347267,0.0128375779911062,244,132,112,1.17857142857143,529812704,102.761932373047,3.58299994468689,127.120002746582,0.300000011920929,4377994370000,0.823,0.747
JPN,2015,0.000355852131176258,0.0133174648205135,244,122,122,1,538081216,103.583442687988,3.375,126.977996826172,0.300000011920929,4894919120000,0.825,0.748
JPN,2016,0.000017259985064663,0.0171313879982006,245,125,120,1.04166666666667,542137472,103.454788208008,3.10800004005432,126.959999084473,-0.100000001490116,4955299652289.15,0.825,0.748
JPN,2017,0.000707616380160911,0.00748250656647616,247,112,135,0.82962962962963,551219968,103.957824707031,2.81699991226196,126.746002197266,-0.100000001490116,6222825210000,0.823,0.747
JPN,2018,-0.000523378583572685,0.0121984772983349,246,119,127,0.937007874015748,554766592,104.986030578613,2.43300008773804,126.495002746582,-0.100000001490116,5296811100000,0.84,0.76
JPN,2019,0.000693661731528825,0.00871692585851158,241,118,123,0.959349593495935,552535424,105.47745513916,2.35800004005432,126.221000671387,-0.100000001490116,6191073290000,0.838,0.762
JPN,2020,0.000613680998015623,0.0163290712077204,242,122,120,1.01666666666667,529504512,105.44898223877,2.79999995231628,125.848999023438,-0.100000001490116,6718219550000,0.836,0.748
JPN,2021,0.000195648059796331,0.0117315802433311,245,131,114,1.14912280701754,543838784,105.202224731445,2.81699991226196,125.491996765137,-0.100000001490116,6544303490000,0.827,0.738
JPN,2022,-0.00040312691349233,0.0128676547483394,244,117,127,0.921259842519685,550137280,107.828109741211,2.59200000762939,125.063003540039,-0.100000001490116,5380475460000,0.823,0.738
JPN,2023,0.0010111821385776,0.0101142808027364,246,129,117,1.1025641025641,559374208,111.352493286133,2.56699991226196,124.482002258301,-0.100000001490116,,0.828,0.742
JPN,2024,0.000717404402792783,0.0166014372439868,245,115,130,0.884615384615385,561172672,113.839179992676,2.5,123.86499786377,0.25,,0.82,0.734
KOR,1997,-0.0022696360166154,0.0254647864992408,243,113,130,0.869230769230769,864393216,65.9662170410156,2.61700010299683,45.9539985656738,5,41881360000,0.754,0.648
KOR,1998,0.00164631760073993,0.0326053177427413,246,114,132,0.863636363636364,820054528,70.9226226806641,6.94999980926514,46.2869987487793,3,114593310000,0.819,0.742
KOR,1999,0.00242216235073659,0.0252582216901952,249,126,123,1.02439024390244,914089600,71.4991912841797,6.58300018310547,46.617000579834,4.75,306127530000,0.827,0.751
KOR,2000,-0.0029528332935171,0.0289054922406698,241,121,120,1.00833333333333,998289088,73.1142807006836,4.42500019073486,47.007999420166,5.25,171262310000,0.842,0.765
KOR,2001,0.00129363393043995,0.0215443094882132,246,134,112,1.19642857142857,1045467712,76.0874328613281,4,47.3699989318848,4,233920540000,0.845,0.769
KOR,2002,-0.000410722452187197,0.0204042475527066,244,128,116,1.10344827586207,1126428672,78.1887817382813,3.25799989700317,47.6450004577637,4.25,250706770000,0.845,0.771
KOR,2003,0.00103678989629601,0.0163206141047839,247,125,122,1.02459016393443,1161063296,80.9373245239258,3.54999995231628,47.8919982910156,3.75,329457320000,0.845,0.772
KOR,2004,0.000401368153251264,0.0148449326977394,249,127,122,1.04098360655738,1221248640,83.8433303833008,3.65799999237061,48.0830001831055,3.25,428325580000,0.845,0.772
KOR,2005,0.00173305640335426,0.0104916370931689,249,124,125,0.992,1274473344,86.1530838012695,3.75,48.185001373291,3.75,718010710000,0.846,0.772
KOR,2006,0.000158548886179951,0.0115121783438837,247,122,125,0.976,1341319552,88.0842361450195,3.47499990463257,48.4379997253418,4.5,834404280000,0.846,0.772
KOR,2007,0.0011410358199861,0.0145839082356311,245,127,118,1.07627118644068,1419678976,90.3175811767578,3.25799989700317,48.6839981079102,5,1122606330000,0.843,0.77
KOR,2008,-0.00210899368125701,0.0246535598481905,248,135,113,1.19469026548673,1462331904,94.5388031005859,3.17499995231628,49.0550003051758,3,470797680000,0.77,0.67
KOR,2009,0.00159339711173054,0.0155155066801008,253,132,121,1.09090909090909,1474321152,97.1437835693359,3.63299989700317,49.3079986572266,2,834596860000,0.768,0.669
KOR,2010,0.00078839132405893,0.00948013309806621,251,124,127,0.976377952755906,1577253120,100,3.70799994468689,49.5540008544922,2.5,1091911460000,0.769,0.67
KOR,2011,-0.000471020648328622,0.0168345645068287,247,122,125,0.976,1635422848,104.02555847168,3.40799999237061,49.9370002746582,3.25,996139920000,0.769,0.67
KOR,2012,0.00036163603699045,0.00971123201152015,248,120,128,0.9375,1677087744,106.300582885742,3.22499990463257,50.2000007629395,2.75,1179419470000,0.756,0.66
KOR,2013,0.0000288665323641646,0.00775309730147372,247,134,113,1.1858407079646,1732287360,107.684112548828,3.09999990463257,50.4290008544922,2.5,1234548550000,0.718,0.611
KOR,2014,-0.000199083666479096,0.00639718936988799,245,115,130,0.884615384615385,1787974784,109.057228088379,3.49200010299683,50.7470016479492,2,1212759460000,0.71,0.602
KOR,2015,0.0000951088543262513,0.00799433778293236,248,124,124,1,1840189056,109.827140808105,3.59200000762939,51.0149993896484,1.5,1231199760000,0.714,0.606
KOR,2016,0.000132836430665345,0.00771394323339304,246,116,130,0.892307692307692,1898551040,110.894599914551,3.67499995231628,51.2179985046387,1.25,1254541184535.23,0.729,0.628
KOR,2017,0.000817058201347749,0.00593104004976037,241,114,127,0.897637795275591,1963731968,113.050369262695,3.68300008773804,51.3619995117188,1.5,1771767930000,0.859,0.795
KOR,2018,-0.000777630879771792,0.00908406516832611,244,126,118,1.06779661016949,2026102400,114.718719482422,3.83299994468689,51.5849990844727,1.75,1413716510000,0.864,0.797
KOR,2019,0.000300561673425765,0.00792529006089964,246,125,121,1.03305785123967,2072982272,115.158676147461,3.78299999237061,51.7649993896484,1.25,1484840320000,0.852,0.784
KOR,2020,0.00108113982182558,0.0178147903102469,248,145,103,1.40776699029126,2058466560,115.776916503906,3.94199991226196,51.8359985351563,0.5,2176189500000,0.858,0.79
KOR,2021,0.000143604909394763,0.0103233755661362,248,118,130,0.907692307692308,2153422848,118.66902923584,3.67499995231628,51.7700004577637,1,2218658140000,0.861,0.781
KOR,2022,-0.00117322532586926,0.0118159527214681,244,119,125,0.952,2212158976,124.709106445313,2.88299989700317,51.6730003356934,3.25,1644507580000,0.81,0.729
KOR,2023,0.000700745857374064,0.0096615450664239,245,121,124,0.975806451612903,2243220480,129.195465087891,2.70000004768372,51.7130012512207,3.5,,0.733,0.63
