iso3,year,mu,sigma,n,N_s,N_r,cj_ratio,real_gdp,inflation,unemployment,population,intrest,market_cap,elec_dem,lib_dem
CHN,2009,0.00240857385059091,0.0190722851168588,244,122,122,1,42757496,96.7779388427734,4.30000019073486,1334.5,5.30999994277954,3573152460000,0.094,0.055
CHN,2010,-0.000640958035999143,0.0142348675198008,241,110,131,0.83969465648855,47294464,100,4.09999990463257,1340.91003417969,5.80999994277954,4027840300000,0.094,0.054
CHN,2011,-0.00100126045764409,0.0115879904316182,244,125,119,1.05042016806723,51811496,105.417205810547,4.09999990463257,1349.16003417969,6.55999994277954,3412108290000,0.094,0.053
CHN,2012,0.000128408494004296,0.0109336453727385,243,121,122,0.991803278688525,55877496,108.178649902344,4.09999990463257,1359.21997070313,6,3697376040000,0.094,0.054
CHN,2013,-0.000293606957342193,0.0116164374254774,238,111,127,0.874015748031496,60219520,111.020492553711,4,1367.26000976563,6,3949143490000,0.086,0.052
CHN,2014,0.00173939323050081,0.0111763836765586,244,133,111,1.1981981981982,64670540,113.235160827637,4.09000015258789,1376.4599609375,5.59999990463257,6004947670000,0.084,0.051
CHN,2015,0.000368715230765887,0.0247259902625987,244,121,123,0.983739837398374,69209368,114.868591308594,4.05000019073486,1383.26000976563,4.34999990463257,8188019320000,0.082,0.051
CHN,2016,-0.00053820064257755,0.0147196817862679,244,117,127,0.921259842519685,73949360,117.16136932373,4.01999998092651,1392.31994628906,4.34999990463257,7320738379789.18,0.08,0.049
CHN,2017,0.000260323122577117,0.00546840695186227,244,124,120,1.03333333333333,79086768,119.010757446289,5,1400.10998535156,4.34999990463257,8711267220000,0.078,0.048
CHN,2018,-0.00116151166591031,0.0124472062856887,243,126,117,1.07692307692308,84424440,121.501106262207,4.92999982833862,1405.41003417969,4.34999990463257,6324879760000,0.077,0.048
CHN,2019,0.000831967390383728,0.0114817457444275,242,114,128,0.890625,89448656,125.03101348877,5.15000009536743,1410.07995605469,4.15000009536743,8569512150000,0.075,0.045
CHN,2020,0.000534388536339861,0.0131586663761048,243,126,117,1.07692307692308,91454176,128.146255493164,5.61700010299683,1412.11999511719,3.84999990463257,12276766270000,0.075,0.041
CHN,2021,0.00019294066158618,0.00882063359706621,243,115,128,0.8984375,99181576,129.321350097656,5.11700010299683,1412.59997558594,3.79999995231628,14437446150000,0.077,0.041
CHN,2022,-0.000677651508764573,0.0113160922042672,242,121,121,1,102107808,131.876037597656,5.58300018310547,1411.75,3.65000009536743,11469346090000,0.075,0.042
CHN,2023,-0.000155823857332648,0.00729385404617505,242,114,128,0.890625,107468152,132.175842285156,5.2170000076294,1409.67004394531,3.45000004768372,,0.074,0.036
CHN,2024,0.000492827472245875,0.012553109087507,242,130,112,1.16071428571429,112652208,132.734100341797,5.09999990463257,1409.05004882813,3.09999990463257,,0.073,0.036
CZE,2013,0.000132604846209069,0.00929546031961796,162,75,87,0.862068965517241,4991644,106.781555175781,6.94899988174439,10.5159997940063,0.0500000007450581,,0.87,0.788
CZE,2014,-0.034369415413288,0.530657507818709,241,124,117,1.05982905982906,5103717,107.149230957031,6.11100006103516,10.5120000839233,0.0500000007450581,,0.857,0.776
CZE,2015,0.0348075840538493,0.536406883072876,237,108,129,0.837209302325582,5356798,107.480354309082,5.02099990844727,10.5380001068115,0.0500000007450581,,0.857,0.776
CZE,2016,-0.000150329003900749,0.0105297068659243,246,130,116,1.12068965517241,5495050,108.214630126953,3.94600009918213,10.5790004730225,0.0500000007450581,,0.857,0.773
CZE,2017,0.000645634034896991,0.00516261415870396,243,115,128,0.8984375,5779340,110.866836547852,2.89000010490418,10.6099996566772,0.5,,0.842,0.741
CZE,2018,-0.000366888648510962,0.00666756580010264,242,107,135,0.792592592592593,5942913,113.250274658203,2.17700004577637,10.6499996185303,1.75,26962050000,0.817,0.717
CZE,2019,0.000503895118460202,0.00598663652599151,244,129,115,1.12173913043478,6154824,116.475486755371,1.96000003814697,10.6940002441406,2,26313100000,0.808,0.712
CZE,2020,-0.000338692692013458,0.0163021602115919,244,126,118,1.06779661016949,5828318,120.157608032227,2.51200008392334,10.7019996643066,0.25,26613600000,0.815,0.719
CZE,2021,0.0015285978767919,0.00734663608192316,169,92,77,1.19480519480519,6063142,124.77074432373,2.73399996757507,10.5170001983643,3.75,37469270000,0.794,0.706
DEU,1990,-0.00102331712413215,0.0155614690991962,247,104,143,0.727272727272727,2315996,68.0161895751953,6.15500020980835,78.9489974975586,8.55000019073486,355310780000,0.895,0.857
DEU,1991,0.000511504743101811,0.0121995774258152,248,113,135,0.837037037037037,2432060,70.3788452148438,5.46999979019165,79.9729995727539,9.55000019073486,370610200000,0.896,0.858
DEU,1992,-0.0000993096406136991,0.00948941528496128,251,139,112,1.24107142857143,2481060,73.9298477172852,6.5920000076294,80.5,8.75,328692100000,0.896,0.858
DEU,1993,0.00151792116791834,0.00835349445173244,252,124,128,0.96875,2456730,77.2390670776367,7.77500009536743,80.9469985961914,6,441696230000,0.896,0.858
DEU,1994,-0.000287808148914456,0.0107866210458676,252,114,138,0.826086956521739,2520560,79.3383712768555,8.42500019073486,81.1470031738281,4.84999990463257,499191940000,0.896,0.858
DEU,1995,0.000298482545492108,0.00858702194956668,251,133,118,1.1271186440678,2558670,80.7123565673828,8.23299980163574,81.3079986572266,3.75,577373720000,0.896,0.857
DEU,1996,0.000968578290562808,0.00691919342269596,250,110,140,0.785714285714286,2584980,81.7409591674805,8.90799999237061,81.4660034179688,3,664783310000,0.896,0.857
DEU,1997,0.00153215558892166,0.014878942558291,250,126,124,1.01612903225806,2633000,82.9735565185547,9.65799999237061,81.5100021362305,3.29999995231628,825232750000,0.896,0.857
DEU,1998,0.000676882447839531,0.018888697637346,251,122,129,0.945736434108527,2688380,83.467887878418,9.38300037384033,81.4459991455078,3,1094252520000,0.896,0.857
DEU,1999,0.00130103241944244,0.0141739350087457,253,137,116,1.18103448275862,2745550,84.0075531005859,8.55799961090088,81.4219970703125,1.75,1432166980000,0.895,0.856
DEU,2000,-0.00030856860886516,0.0151205430654975,254,114,140,0.814285714285714,2824640,85.1948165893555,7.94999980926514,81.4570007324219,3.25,1270243170000,0.895,0.856
DEU,2001,-0.000871856965109751,0.0184049832638146,253,116,137,0.846715328467153,2870780,86.8138122558594,7.80000019073486,81.5179977416992,3.0625,1071748730000,0.895,0.856
DEU,2002,-0.00228770709759831,0.0251920075941984,253,122,131,0.931297709923664,2864220,87.965461730957,8.60000038146973,81.5790023803711,2.125,686013540000,0.896,0.857
DEU,2003,0.00124656167119734,0.0197683919326703,253,118,135,0.874074074074074,2848870,88.9098739624023,9.70800018310547,81.5490036010742,1.125,1079026240000,0.897,0.857
DEU,2004,0.000275495649863018,0.00990377347609075,257,120,137,0.875912408759124,2882240,90.4932556152344,10.3330001831055,81.4570007324219,1,1194516790000,0.897,0.857
DEU,2005,0.000932213244981846,0.00763587424025268,257,129,128,1.0078125,2907690,92.2374496459961,11.0080003738403,81.3369979858399,1.0625,1202136280000,0.897,0.861
DEU,2006,0.000779119570308615,0.00971318190026445,255,128,127,1.00787401574803,3019980,93.8747940063477,10.0419998168945,81.1740036010742,1.9375,1637609770000,0.906,0.869
DEU,2007,0.000798485910955662,0.00977515714028851,252,128,124,1.03225806451613,3107160,96.0064697265625,8.54199981689453,80.9929962158203,2.9375,2105197820000,0.906,0.869
DEU,2008,-0.00203575829630894,0.0237954672545464,254,110,144,0.763888888888889,3135440,98.6508331298828,7.42500019073486,80.7649993896484,2.8125,1110579630000,0.906,0.869
DEU,2009,0.000842127974937859,0.0178375039641676,254,137,117,1.17094017094017,2961500,98.893684387207,7.22499990463257,80.4830017089844,0.3125,1292355310000,0.901,0.863
DEU,2010,0.000581783607769415,0.0115120092221807,256,114,142,0.802816901408451,3084300,100,6.57499980926514,80.2850036621094,0.25,1429719050000,0.899,0.862
DEU,2011,-0.00062071541321486,0.018224677728157,256,129,127,1.01574803149606,3200380,102.482452392578,5.51700019836426,80.2760009765625,0.4375,1184500160000,0.903,0.867
DEU,2012,0.00100831831476252,0.0118839843857426,253,128,125,1.024,3215400,104.695083618164,5.08300018310547,80.427001953125,0.125,1486314810000,0.902,0.867
DEU,2013,0.00090075445362116,0.00921665893505437,252,120,132,0.909090909090909,3227810,106.376686096191,4.94999980926514,80.6460037231445,0.75,1936106260000,0.895,0.854
DEU,2014,0.000103893685317236,0.0105564154659041,252,124,128,0.96875,3297920,107.195899963379,4.70800018310547,80.9830017089844,-0.125,1738539060000,0.888,0.847
DEU,2015,0.000360896271620261,0.0148330576464119,253,124,129,0.961240310077519,3352520,107.924438476563,4.36700010299683,81.6869964599609,-0.224999994039536,1715800490000,0.885,0.847
DEU,2016,0.000260562333300824,0.0131849947326472,255,133,122,1.09016393442623,3429270,108.319480895996,3.90799999237061,82.3489990234375,-0.400000005960465,1716041505061.04,0.888,0.85
DEU,2017,0.000467837731021331,0.00667412098361771,252,123,129,0.953488372093023,3522320,110.164054870605,3.56699991226196,82.6569976806641,-0.400000005960465,2262222570000,0.888,0.843
DEU,2018,-0.000803262976235127,0.00979913104776951,251,135,116,1.16379310344828,3561640,112.295738220215,3.20799994468689,82.9059982299805,-0.400000005960465,1755172790000,0.88,0.834
DEU,2019,0.000904175418682986,0.00882052668708177,251,121,130,0.930769230769231,3597000,113.8154296875,2.97499990463257,83.0930023193359,-0.449999988079071,2098173930000,0.882,0.836
DEU,2020,0.000137176779618831,0.0209209306292346,254,127,127,1,3449530,114.23853302002,3.625,83.161003112793,-0.5,2284108840000,0.872,0.824
DEU,2021,0.000574904939120835,0.00906456015174687,255,123,132,0.931818181818182,3576140,117.908248901367,3.57500004768372,83.1959991455078,-0.5,2503045830000,0.864,0.816
DEU,2022,-0.000512770286912681,0.0146423626705983,257,122,135,0.903703703703704,3625040,128.125198364258,3.06699991226196,83.7979965209961,0.4375,1889663940000,0.854,0.805
DEU,2023,0.000725143876484784,0.0081659676368181,255,120,135,0.888888888888889,3615470,135.852127075195,3.02500009536743,84.5139999389649,3.625,,0.854,0.812
DEU,2024,0.000679853357974136,0.00758721973600504,254,130,124,1.04838709677419,3615724,139.076095581055,3.35199999809265,84.8330001831055,3.8125,,0.839,0.792
DNK,2017,0.000482763890968116,0.00685161794893124,249,126,123,1.02439024390244,2286400,107.374664306641,4.19999980926514,5.74900007247925,-0.649999976158142,,0.921,0.893
DNK,2018,-0.000571078582369092,0.00907239926113458,247,128,119,1.07563025210084,2328900,108.136352539063,3.84999990463257,5.7810001373291,-0.649999976158142,,0.921,0.893
DNK,2019,0.000952064518222097,0.00829189242785483,243,121,122,0.991803278688525,2368800,108.923538208008,3.65799999237061,5.80600023269653,-0.75,,0.917,0.889
DNK,2020,0.00117631982201681,0.0142969059627141,247,130,117,1.11111111111111,2326600,109.28685760498,4.65000009536743,5.82299995422363,-0.600000023841858,,0.917,0.886
DNK,2021,0.000643778470137991,0.0111720850731846,247,120,127,0.944881889763779,2498300,111.411506652832,3.60800004005432,5.84000015258789,-0.600000023841858,,0.919,0.887
DNK,2022,-0.000579461395235193,0.0153323006032481,250,116,134,0.865671641791045,2536800,120.919326782227,2.51699995994568,5.8730001449585,1.75,,0.918,0.89
DNK,2023,0.000278609571663547,0.00940323603448418,246,124,122,1.01639344262295,2600100,124.974235534668,2.78299999237061,5.93300008773804,3.59999990463257,,0.916,0.884
DNK,2024,-0.0000999886734941571,0.00876496183677847,246,120,126,0.952380952380952,2650615,127.223182678223,2.90000009536743,5.9520001411438,2.59999990463257,,0.916,0.883
DOM,2013,-0.000578830831793127,0.00825105030954275,196,107,89,1.20224719101124,1828920,117.900253295898,9.19600009918213,9.78499984741211,6.25,,0.598,0.313
DOM,2014,-0.000649478165912046,0.00969553130055247,232,135,97,1.39175257731959,1957867,121.435638427734,8.53800010681152,9.88300037384033,6.25,,0.598,0.31
DOM,2015,-0.00120756659251295,0.0121718335504244,227,116,111,1.04504504504505,2093489,122.451736450195,7.32800006866455,9.97999954223633,5,,0.576,0.3
DOM,2016,0.000698058079964023,0.00888739839746062,240,124,116,1.06896551724138,2232898,124.428092956543,7.07999992370606,10.0749998092651,5.5,,0.553,0.292
DOM,2017,0.000539350820304908,0.00588236592607989,236,118,118,1,2337101,128.509216308594,5.50899982452393,10.168999671936,5.25,,0.541,0.28
DOM,2018,-0.000125137354754896,0.00977477100753073,236,117,119,0.983193277310924,2500290,133.09001159668,5.6560001373291,10.2659997940063,5.5,,0.547,0.286
DOM,2019,0.000838903117629539,0.00824340548092336,210,119,91,1.30769230769231,2626609,135.499038696289,6.16699981689453,10.3579998016357,4.5,,0.541,0.289
ESP,1994,-0.000630882876626557,0.0115650205674203,250,119,131,0.908396946564885,730264,63.6449661254883,24.1180000305176,39.5789985656738,7.34999990463257,154984140000,0.893,0.82
ESP,1995,0.000655978060805865,0.00876410784297381,247,107,140,0.764285714285714,760367,66.6191864013672,22.8999996185303,39.6720008850098,9,190570530000,0.893,0.82
ESP,1996,0.00139631563779887,0.00928599522068168,251,115,136,0.845588235294118,778777,69.0172805786133,22.0799999237061,39.7639999389648,6.25,241028150000,0.894,0.823
ESP,1997,0.001372762075014,0.0136796721188282,249,115,134,0.858208955223881,808880,70.3119888305664,20.6100006103516,39.8689994812012,4.75,290382930000,0.895,0.823
ESP,1998,0.00122727457315632,0.0196622989322798,248,120,128,0.9375,845027,71.552490234375,18.6049995422363,40.007999420166,3,402162640000,0.895,0.823
ESP,1999,0.000673830585964935,0.0129768770864986,250,130,120,1.08333333333333,885126,73.1512145996094,15.6400003433228,40.2150001525879,1.75,430900070000,0.895,0.823
ESP,2000,-0.000980867863972677,0.015566064943587,250,113,137,0.824817518248175,929851,75.7002410888672,13.8570003509522,40.5540008544922,3.25,504219320000,0.892,0.812
ESP,2001,-0.000326927362631019,0.0171427939190389,249,117,132,0.886363636363636,966296,77.8389587402344,10.539999961853,40.765998840332,3.0625,468203190000,0.891,0.81
ESP,2002,-0.0013202211604062,0.0193643488017114,250,123,127,0.968503937007874,992973,80.633544921875,11.4499998092651,41.423999786377,2.125,461559380000,0.891,0.81
ESP,2003,0.000992597252205536,0.0128306727344259,250,124,126,0.984126984126984,1022136,83.1357955932617,11.4849996566772,42.1959991455078,1.125,726243370000,0.875,0.792
ESP,2004,0.000637937946297367,0.00829038286320512,251,122,129,0.945736434108527,1053924,85.674201965332,10.9650001525879,42.859001159668,1,940672880000,0.873,0.803
ESP,2005,0.000653299562741405,0.00635738644985332,256,128,128,1,1091356,88.5740127563477,9.15299987792969,43.6629981994629,1.0625,959910390000,0.877,0.805
ESP,2006,0.00108258907862401,0.0084596219121478,255,131,124,1.05645161290323,1135510,91.7278823852539,8.45300006866455,44.3610000610352,1.9375,1322915300000,0.873,0.805
ESP,2007,0.000279300495769836,0.0102513167633207,253,115,138,0.833333333333333,1175625,94.3364410400391,8.23299980163574,45.2360000610352,2.9375,1799833980000,0.874,0.804
ESP,2008,-0.00197395062498171,0.0250611472585855,254,127,127,1,1184631,98.2333297729492,11.2449998855591,45.9830017089844,2.8125,948352290000,0.886,0.817
ESP,2009,0.00102813917961311,0.0158829425228023,254,133,121,1.09917355371901,1139998,97.9984130859375,17.8549995422363,46.3680000305176,0.3125,1434540470000,0.889,0.82
ESP,2010,-0.000748044023735651,0.0187596836760774,256,117,139,0.841726618705036,1141072,100,19.8579998016357,46.5620002746582,0.25,1171624980000,0.891,0.822
ESP,2011,-0.000546922196351501,0.0176312501008578,257,123,134,0.917910447761194,1133788,103.049697875977,21.3899993896484,46.7360000610352,0.4375,1030987550000,0.893,0.822
ESP,2012,-0.00018695295600541,0.0175997581082773,255,129,126,1.02380952380952,1101295,105.56046295166,24.7880001068115,46.765998840332,0.125,995088450000,0.892,0.805
ESP,2013,0.000761009378108171,0.0118433491301462,255,122,133,0.917293233082707,1085570,107.17512512207,26.0949993133545,46.5929985046387,0.75,1116561030000,0.872,0.776
ESP,2014,0.000140907200427207,0.0116217890646932,255,117,138,0.847826086956522,1102086,106.971038818359,24.443000793457,46.4550018310547,-0.125,992913610000,0.872,0.776
ESP,2015,-0.000289913821432931,0.0136996863313971,256,121,135,0.896296296296296,1146857,106.29817199707,22.0580005645752,46.4099998474121,-0.224999994039536,787192290000,0.854,0.762
ESP,2016,-0.000079111915058196,0.0162732712134074,257,119,138,0.86231884057971,1180284,105.939949035645,19.6350002288818,46.4500007629395,-0.400000005960465,704551326648.43,0.847,0.767
ESP,2017,0.000280963183862085,0.00816156837806981,254,123,131,0.938931297709924,1214442,108.097801208496,17.2250003814697,46.5330009460449,-0.400000005960465,888837580000,0.833,0.756
ESP,2018,-0.00063614188264147,0.00861402103457004,255,135,120,1.125,1243519,109.973960876465,15.2550001144409,46.7290000915527,-0.400000005960465,723690970000,0.854,0.776
ESP,2019,0.000438070815420899,0.00781863621053441,255,116,139,0.834532374100719,1267910,110.830726623535,14.1049995422363,47.1049995422363,-0.449999988079071,797285840000,0.872,0.802
ESP,2020,-0.000653095378117085,0.0215213064427129,257,128,129,0.992248062015504,1129186,110.457618713379,15.5329999923706,47.3559989929199,-0.5,759174660000,0.873,0.788
ESP,2021,0.000298031499289323,0.0102383977056063,256,134,122,1.09836065573771,1204673,113.779434204102,14.9200000762939,47.3310012817383,-0.5,775649630000,0.853,0.778
ESP,2022,-0.000222690070893637,0.0122390821863249,257,128,129,0.992248062015504,1279145,123.249534606934,13.0349998474121,47.6150016784668,0.4375,665497680000,0.868,0.785
ESP,2023,0.000804183055424334,0.00879315233401289,255,116,139,0.834532374100719,1313333,127.439811706543,12.1850004196167,47.810001373291,3.625,,0.85,0.763
ESP,2024,0.000538401118548582,0.0083443513754693,256,147,109,1.34862385321101,1351493,130.947662353516,11.6190004348755,48.3800010681152,3.8125,,0.829,0.745
FIN,2013,0.000864539336352846,0.00993940570770227,203,101,102,0.990196078431373,210221,108.952079772949,8.32499980926514,5.42700004577637,0.5,,0.889,0.856
FIN,2014,0.00021181126720386,0.00987155653638477,248,119,129,0.922480620155039,209216,110.269958496094,8.82499980926514,5.45100021362305,0.5,,0.889,0.856
FIN,2015,0.000466634786597143,0.0133368091800908,251,113,138,0.818840579710145,210192,110.098205566406,9.57499980926514,5.47200012207031,0.25,,0.871,0.83
FIN,2016,0.000361817912892194,0.0130101370243957,252,126,126,1,215598,110.526489257813,8.97500038146973,5.48699998855591,-0.400000005960465,,0.87,0.829
FIN,2017,0.000250556570973948,0.00670997215285755,250,111,139,0.798561151079137,222720,111.454612731934,8.82499980926514,5.50299978256226,-0.400000005960465,,0.874,0.839
FIN,2018,-0.000245038939725992,0.00948282639379314,250,127,123,1.03252032520325,225377,112.757080078125,7.41699981689453,5.51300001144409,-0.25,,0.88,0.846
FIN,2019,0.000550567965916054,0.00906584373161739,247,119,128,0.9296875,228419,114.038619995117,6.72499990463257,5.51800012588501,-0.449999988079071,,0.88,0.842
FIN,2020,0.000328320091873652,0.0179313319166557,252,132,120,1.1,222729,114.475708007813,7.76700019836426,5.52500009536743,-0.25,,0.879,0.842
FIN,2021,0.000778831358193159,0.00896698466684193,250,125,125,1,228819,116.840621948242,7.60799980163574,5.53399991989136,-0.5,,0.872,0.836
FIN,2022,-0.000568564427657854,0.0141651373721019,253,106,147,0.72108843537415,232137,125.220191955566,6.77500009536743,5.5479998588562,0.4375,,0.873,0.833
FIN,2023,-0.000264071153019054,0.00902046575913251,251,110,141,0.780141843971631,229435,130.655731201172,7.22499990463257,5.56400012969971,4.25,,0.865,0.825
FIN,2024,-0.000182012438472291,0.0079543659527126,249,129,120,1.075,228944,132.271987915039,8.32499980926514,5.58799982070923,3.8125,,0.847,0.802
FRA,1990,-0.000941558672166144,0.0137701055202397,206,100,106,0.943396226415094,1566987,69.6481552124024,8.39999961853027,56.5769996643066,9.25,311687270000,0.877,0.8
FRA,1991,0.000630923714406467,0.0124229003027493,249,128,121,1.05785123966942,1587231,72.020378112793,8.61699962615967,56.8409996032715,9.60000038146973,358193500000,0.877,0.8
FRA,1992,0.000203383334324508,0.0120652486231606,250,115,135,0.851851851851852,1609583,73.7875747680664,9.44200038909912,57.1110000610352,9.10000038146973,327360000000,0.877,0.801
FRA,1993,0.000795193329154522,0.0097729175490644,251,110,141,0.780141843971631,1602735,75.4356918334961,10.2670001983643,57.3689994812012,6.19999980926514,455990150000,0.876,0.795
FRA,1994,-0.000751312043128187,0.011097031389047,249,118,131,0.900763358778626,1641244,76.6935653686524,10.6669998168945,57.564998626709,5,452520780000,0.876,0.798
FRA,1995,-0.0000197680124093437,0.0110211087058574,248,119,129,0.922480620155039,1681575,78.0492782592773,10.5080003738403,57.7529983520508,4.44999980926514,499943560000,0.871,0.792
FRA,1996,0.000850818474002776,0.00787257559891247,250,119,131,0.908396946564885,1704221,79.6729354858399,10.8330001831055,57.9360008239746,3.15000009536743,585916300000,0.874,0.795
FRA,1997,0.00103413410257067,0.0139345719007633,250,121,129,0.937984496124031,1747084,80.681999206543,10.8920001983643,58.1160011291504,3.29999995231628,674404750000,0.876,0.798
FRA,1998,0.00110326644325311,0.0167280539093694,248,126,122,1.0327868852459,1807639,81.2285385131836,10.6920003890991,58.298999786377,3,151150690000,0.877,0.8
FRA,1999,0.00162572020677115,0.0121113985677651,254,138,116,1.18965517241379,1866581,81.6953277587891,10.4420003890991,58.4970016479492,1.75,1502951790000,0.877,0.8
FRA,2000,-0.0000212182809245266,0.0147862909037308,253,113,140,0.807142857142857,1948044,83.1775588989258,9.17500019073486,58.8580017089844,3.25,1446634120000,0.877,0.8
FRA,2001,-0.000980374445249201,0.0164063487125971,253,117,136,0.860294117647059,1984005,84.6619262695313,8.45800018310547,59.2669982910156,3.0625,1174663000000,0.877,0.8
FRA,2002,-0.00161448519031543,0.0222042225909866,255,124,131,0.946564885496183,2006219,86.3025970458985,8.27499961853027,59.6860008239746,2.125,967015060000,0.875,0.798
FRA,2003,0.000586190613061105,0.0160854556211954,255,132,123,1.07317073170732,2026152,88.1750640869141,8.51700019836426,60.1020011901856,1.125,1355925340000,0.874,0.797
FRA,2004,0.000275612211268169,0.00866008084583569,259,128,131,0.977099236641221,2077200,90.2346725463867,8.88300037384033,60.5050010681152,1,1559109680000,0.874,0.797
FRA,2005,0.000818068765755938,0.00689396496171482,257,116,141,0.822695035460993,2118483,91.9380722045898,8.88300037384033,60.9630012512207,1.0625,1758513210000,0.874,0.797
FRA,2006,0.000633389828640743,0.00928645193885959,255,128,127,1.00787401574803,2180552,93.6786956787109,8.85799980163574,61.4000015258789,1.9375,2428251770000,0.874,0.797
FRA,2007,0.0000508456639153106,0.0107009119100526,255,116,139,0.834532374100719,2234757,95.184326171875,8.01700019836426,61.7949981689453,2.9375,2740341210000,0.878,0.805
FRA,2008,-0.00217393369133257,0.0254176216743454,256,120,136,0.882352941176471,2240650,98.1923980712891,7.44199991226196,62.1349983215332,2.8125,1472406870000,0.886,0.814
FRA,2009,0.000787102031734759,0.0166804972989887,256,137,119,1.15126050420168,2179428,98.2912826538086,9.11699962615967,62.4659996032715,0.3125,1946185140000,0.886,0.814
FRA,2010,-0.0000858527462277234,0.0148095285365552,256,124,132,0.939393939393939,2219597,100,9.26700019836426,62.7649993896484,0.25,1911515390000,0.886,0.814
FRA,2011,-0.000769488778986323,0.0179748270870723,257,123,134,0.917910447761194,2274748,102.287155151367,9.20800018310547,63.0699996948242,0.4375,1553956950000,0.889,0.815
FRA,2012,0.000537672594759956,0.0130981183962165,253,133,120,1.10833333333333,2279800,104.553047180176,9.76700019836426,63.3759994506836,0.125,1808188710000,0.891,0.818
FRA,2013,0.000671096782913267,0.0101878269381302,255,121,134,0.902985074626866,2300674,105.58869934082,10.3079996109009,63.6980018615723,0.75,2301085210000,0.892,0.82
FRA,2014,-0.0000212357483254144,0.0101903985999639,255,127,128,0.9921875,2324130,106.236251831055,10.2670001983643,64.0279998779297,-0.125,2085895800000,0.891,0.82
FRA,2015,0.000354624287053859,0.0141628321139851,255,122,133,0.917293233082707,2347048,106.327690124512,10.3420000076294,64.3010025024414,-0.224999994039536,2088317310000,0.885,0.813
FRA,2016,0.000151077060063786,0.0131680862072988,257,129,128,1.0078125,2363993,106.653060913086,10.0670003890991,64.4690017700195,-0.400000005960465,2159046594865.8,0.885,0.813
FRA,2017,0.000347294877067003,0.0066072120781679,255,127,128,0.9921875,2418222,107.896057128906,9.41699981689453,64.6389999389649,-0.400000005960465,2749314584104.38,0.887,0.815
FRA,2018,-0.000454912872456325,0.00868794774766826,255,136,119,1.14285714285714,2456556,110.16194152832,9.02499961853027,64.8440017700195,-0.400000005960465,2365950236659.36,0.875,0.797
FRA,2019,0.000917745308067147,0.00836915236109348,255,117,138,0.847826086956522,2507537,111.591011047363,8.42500019073486,65.0970001220703,-0.449999988079071,,0.867,0.793
FRA,2020,-0.000288109465845594,0.0205803636341699,257,121,136,0.889705882352941,2317120,112.180084228516,8.02499961853027,65.2689971923828,-0.5,,0.866,0.789
FRA,2021,0.000982496261373748,0.00880287924791358,258,142,116,1.22413793103448,2475386,114.499137878418,7.875,65.504997253418,-0.5,,0.867,0.788
FRA,2022,-0.00038824500340811,0.0140206884453649,257,128,129,0.992248062015504,2540220,121.258522033691,7.30800008773804,65.7220001220703,0.4375,,0.878,0.808
FRA,2023,0.000599556156171927,0.00874817875569424,255,116,139,0.834532374100719,2568658,128.125305175781,7.34999990463257,65.9260025024414,3.625,,0.876,0.81
FRA,2024,-0.000085038791919068,0.00810610149547917,256,135,121,1.11570247933884,2596863,131.088714599609,7.35699987411499,66.1110000610352,3.8125,,0.866,0.799
GBR,1990,-0.000504512346904371,0.0093727346367626,252,117,135,0.866666666666667,1402748,62.467155456543,7.09999990463257,57.2379989624024,13.875,849847890000,0.821,0.748
GBR,1991,0.000599551381611662,0.00837749550965149,252,112,140,0.8,1383043,67.163932800293,8.85000038146973,57.4389991760254,10.375,989917850000,0.821,0.748
GBR,1992,0.00052396527346627,0.00987350951800414,253,141,112,1.25892857142857,1386437,70.0065994262695,9.94999980926514,57.5849990844727,6.875,954882600000,0.818,0.746
GBR,1993,0.000723645878936182,0.00628793307985771,253,122,131,0.931297709923664,1417763,71.7801971435547,10.375,57.7140007019043,5.375,1150283390000,0.817,0.749
GBR,1994,-0.000432388446663684,0.00846998698530857,252,120,132,0.909090909090909,1466101,73.2104797363281,9.5,57.8619995117188,6.125,1143329850000,0.817,0.752
GBR,1995,0.000735024060215059,0.00618142847353838,252,127,125,1.016,1501088,75.1361541748047,8.625,58.0250015258789,6.375,1329936350000,0.817,0.752
GBR,1996,0.000433276645686477,0.00589095441902745,254,131,123,1.0650406504065,1539846,76.9589538574219,8.10000038146973,58.1640014648438,5.9375,1711228010000,0.817,0.752
GBR,1997,0.000872285336855958,0.00958728220791178,253,114,139,0.820143884892086,1615678,78.3623886108398,6.94999980926514,58.3139991760254,7.25,2068246130000,0.813,0.747
GBR,1998,0.000538974793758102,0.0133190158091433,252,115,137,0.839416058394161,1670654,79.5835571289063,6.25,58.4749984741211,6.25,2297650970000,0.814,0.75
GBR,1999,0.000650356521215374,0.011292073228447,252,125,127,0.984251968503937,1721748,80.6403274536133,5.97499990463257,58.6839981079102,5.5,2954815470000,0.837,0.774
GBR,2000,-0.000427448197370745,0.012021720790321,252,109,143,0.762237762237762,1796500,81.2822189331055,5.44999980926514,58.8860015869141,6,2576991340000,0.85,0.787
GBR,2001,-0.000696334310114044,0.0137245639575399,253,104,149,0.697986577181208,1842720,82.2853240966797,5.09999990463257,59.1129989624024,4,2149500800000,0.859,0.794
GBR,2002,-0.00111395618485994,0.0173433696739612,252,126,126,1,1875809,83.3208541870117,5.19999980926514,59.3660011291504,4,1856194400000,0.863,0.801
GBR,2003,0.000504539939106637,0.012216459978535,253,134,119,1.12605042016807,1934941,84.4559097290039,5,59.6370010375977,3.75,2425822000000,0.863,0.801
